TIPO_COD,COD,ETIQUETA
CVE_MUN_SSA,20002,ACATLÁN DE PÉREZ FIGUEROA
CVE_MUN_SSA,20003,ASUNCIÓN CACALOTEPEC
CVE_MUN_SSA,20004,ASUNCIÓN CUYOTEPEJI
CVE_MUN_SSA,20005,ASUNCIÓN IXTALTEPEC
CVE_MUN_SSA,20006,ASUNCIÓN NOCHIXTLÁN
CVE_MUN_SSA,20007,ASUNCIÓN OCOTLÁN
CVE_MUN_SSA,20008,ASUNCIÓN TLACOLULITA
CVE_MUN_SSA,20009,AYOTZINTEPEC
CVE_MUN_SSA,20010,EL BARRIO DE LA SOLEDAD
CVE_MUN_SSA,20011,CALIHUALÁ
CVE_MUN_SSA,20012,CANDELARIA LOXICHA
CVE_MUN_SSA,20013,CIÉNEGA DE ZIMATLÁN
CVE_MUN_SSA,20014,CIUDAD IXTEPEC
CVE_MUN_SSA,20015,COATECAS ALTAS
CVE_MUN_SSA,20016,COICOYÁN DE LAS FLORES
CVE_MUN_SSA,20017,LA COMPAÑÍA
CVE_MUN_SSA,20018,CONCEPCIÓN BUENAVISTA
CVE_MUN_SSA,20019,CONCEPCIÓN PÁPALO
CVE_MUN_SSA,20020,CONSTANCIA DEL ROSARIO
CVE_MUN_SSA,20021,COSOLAPA
CVE_MUN_SSA,20022,COSOLTEPEC
CVE_MUN_SSA,20023,CUILÁPAM DE GUERRERO
CVE_MUN_SSA,20024,CUYAMECALCO VILLA DE ZARAGOZA
CVE_MUN_SSA,20025,CHAHUITES
CVE_MUN_SSA,20026,CHALCATONGO DE HIDALGO
CVE_MUN_SSA,20027,CHIQUIHUITLÁN DE BENITO JUÁREZ
CVE_MUN_SSA,20028,HEROICA CIUDAD DE EJUTLA DE CRESPO
CVE_MUN_SSA,20029,ELOXOCHITLÁN DE FLORES MAGÓN
CVE_MUN_SSA,20030,EL ESPINAL
CVE_MUN_SSA,20031,TAMAZULÁPAM DEL ESPÍRITU SANTO
CVE_MUN_SSA,20032,FRESNILLO DE TRUJANO
CVE_MUN_SSA,20033,GUADALUPE ETLA
CVE_MUN_SSA,20034,GUADALUPE DE RAMÍREZ
CVE_MUN_SSA,20035,GUELATAO DE JUÁREZ
CVE_MUN_SSA,20036,GUEVEA DE HUMBOLDT
CVE_MUN_SSA,20037,MESONES HIDALGO
CVE_MUN_SSA,20038,VILLA HIDALGO
CVE_MUN_SSA,20039,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN
CVE_MUN_SSA,20040,HUAUTEPEC
CVE_MUN_SSA,20041,HUAUTLA DE JIMÉNEZ
CVE_MUN_SSA,20042,IXTLÁN DE JUÁREZ
CVE_MUN_SSA,20043,JUCHITÁN DE ZARAGOZA
CVE_MUN_SSA,20044,LOMA BONITA
CVE_MUN_SSA,20045,MAGDALENA APASCO
CVE_MUN_SSA,20046,MAGDALENA JALTEPEC
CVE_MUN_SSA,20047,SANTA MAGDALENA JICOTLÁN
CVE_MUN_SSA,20048,MAGDALENA MIXTEPEC
CVE_MUN_SSA,20049,MAGDALENA OCOTLÁN
CVE_MUN_SSA,20050,MAGDALENA PEÑASCO
CVE_MUN_SSA,20051,MAGDALENA TEITIPAC
CVE_MUN_SSA,20052,MAGDALENA TEQUISISTLÁN
CVE_MUN_SSA,20053,MAGDALENA TLACOTEPEC
CVE_MUN_SSA,20054,MAGDALENA ZAHUATLÁN
CVE_MUN_SSA,20055,MARISCALA DE JUÁREZ
CVE_MUN_SSA,20056,MÁRTIRES DE TACUBAYA
CVE_MUN_SSA,20057,MATÍAS ROMERO AVENDAÑO
CVE_MUN_SSA,20058,MAZATLÁN VILLA DE FLORES
CVE_MUN_SSA,20059,MIAHUATLÁN DE PORFIRIO DÍAZ
CVE_MUN_SSA,20060,MIXISTLÁN DE LA REFORMA
CVE_MUN_SSA,20061,MONJAS
CVE_MUN_SSA,20062,NATIVIDAD
CVE_MUN_SSA,20063,NAZARENO ETLA
CVE_MUN_SSA,20064,NEJAPA DE MADERO
CVE_MUN_SSA,20065,IXPANTEPEC NIEVES
CVE_MUN_SSA,20066,SANTIAGO NILTEPEC
CVE_MUN_SSA,20067,OAXACA DE JUÁREZ
CVE_MUN_SSA,20068,OCOTLÁN DE MORELOS
CVE_MUN_SSA,20069,LA PE
CVE_MUN_SSA,20070,PINOTEPA DE DON LUIS
CVE_MUN_SSA,20071,PLUMA HIDALGO
CVE_MUN_SSA,20072,SAN JOSÉ DEL PROGRESO
CVE_MUN_SSA,20073,PUTLA VILLA DE GUERRERO
CVE_MUN_SSA,20074,SANTA CATARINA QUIOQUITANI
CVE_MUN_SSA,20075,REFORMA DE PINEDA
CVE_MUN_SSA,20076,LA REFORMA
CVE_MUN_SSA,20077,REYES ETLA
CVE_MUN_SSA,20078,ROJAS DE CUAUHTÉMOC
CVE_MUN_SSA,20079,SALINA CRUZ
CVE_MUN_SSA,20080,SAN AGUSTÍN AMATENGO
CVE_MUN_SSA,20081,SAN AGUSTÍN ATENANGO
CVE_MUN_SSA,20082,SAN AGUSTÍN CHAYUCO
CVE_MUN_SSA,20083,SAN AGUSTÍN DE LAS JUNTAS
CVE_MUN_SSA,20084,SAN AGUSTÍN ETLA
CVE_MUN_SSA,20085,SAN AGUSTÍN LOXICHA
CVE_MUN_SSA,20086,SAN AGUSTÍN TLACOTEPEC
CVE_MUN_SSA,20087,SAN AGUSTÍN YATARENI
CVE_MUN_SSA,20088,SAN ANDRÉS CABECERA NUEVA
CVE_MUN_SSA,20089,SAN ANDRÉS DINICUITI
CVE_MUN_SSA,20090,SAN ANDRÉS HUAXPALTEPEC
CVE_MUN_SSA,20091,SAN ANDRÉS HUAYÁPAM
CVE_MUN_SSA,20092,SAN ANDRÉS IXTLAHUACA
CVE_MUN_SSA,20093,SAN ANDRÉS LAGUNAS
CVE_MUN_SSA,20094,SAN ANDRÉS NUXIÑO
CVE_MUN_SSA,20095,SAN ANDRÉS PAXTLÁN
CVE_MUN_SSA,20096,SAN ANDRÉS SINAXTLA
CVE_MUN_SSA,20097,SAN ANDRÉS SOLAGA
CVE_MUN_SSA,20098,SAN ANDRÉS TEOTILÁLPAM
CVE_MUN_SSA,20099,SAN ANDRÉS TEPETLAPA
CVE_MUN_SSA,20100,SAN ANDRÉS YAÁ
CVE_MUN_SSA,20101,SAN ANDRÉS ZABACHE
CVE_MUN_SSA,20102,SAN ANDRÉS ZAUTLA
CVE_MUN_SSA,20103,SAN ANTONINO CASTILLO VELASCO
CVE_MUN_SSA,20104,SAN ANTONINO EL ALTO
CVE_MUN_SSA,20105,SAN ANTONINO MONTE VERDE
CVE_MUN_SSA,20106,SAN ANTONIO ACUTLA
CVE_MUN_SSA,20107,SAN ANTONIO DE LA CAL
CVE_MUN_SSA,20108,SAN ANTONIO HUITEPEC
CVE_MUN_SSA,20109,SAN ANTONIO NANAHUATÍPAM
CVE_MUN_SSA,20110,SAN ANTONIO SINICAHUA
CVE_MUN_SSA,20111,SAN ANTONIO TEPETLAPA
CVE_MUN_SSA,20112,SAN BALTAZAR CHICHICÁPAM
CVE_MUN_SSA,20113,SAN BALTAZAR LOXICHA
CVE_MUN_SSA,20114,SAN BALTAZAR YATZACHI EL BAJO
CVE_MUN_SSA,20115,SAN BARTOLO COYOTEPEC
CVE_MUN_SSA,20116,SAN BARTOLOMÉ AYAUTLA
CVE_MUN_SSA,20117,SAN BARTOLOMÉ LOXICHA
CVE_MUN_SSA,20118,SAN BARTOLOMÉ QUIALANA
CVE_MUN_SSA,20119,SAN BARTOLOMÉ YUCUAÑE
CVE_MUN_SSA,20120,SAN BARTOLOMÉ ZOOGOCHO
CVE_MUN_SSA,20121,SAN BARTOLO SOYALTEPEC
CVE_MUN_SSA,20122,SAN BARTOLO YAUTEPEC
CVE_MUN_SSA,20123,SAN BERNARDO MIXTEPEC
CVE_MUN_SSA,20124,SAN BLAS ATEMPA
CVE_MUN_SSA,20125,SAN CARLOS YAUTEPEC
CVE_MUN_SSA,20126,SAN CRISTÓBAL AMATLÁN
CVE_MUN_SSA,20127,SAN CRISTÓBAL AMOLTEPEC
CVE_MUN_SSA,20128,SAN CRISTÓBAL LACHIRIOAG
CVE_MUN_SSA,20129,SAN CRISTÓBAL SUCHIXTLAHUACA
CVE_MUN_SSA,20130,SAN DIONISIO DEL MAR
CVE_MUN_SSA,20131,SAN DIONISIO OCOTEPEC
CVE_MUN_SSA,20132,SAN DIONISIO OCOTLÁN
CVE_MUN_SSA,20133,SAN ESTEBAN ATATLAHUCA
CVE_MUN_SSA,20134,SAN FELIPE JALAPA DE DÍAZ
CVE_MUN_SSA,20135,SAN FELIPE TEJALÁPAM
CVE_MUN_SSA,20136,SAN FELIPE USILA
CVE_MUN_SSA,20137,SAN FRANCISCO CAHUACUÁ
CVE_MUN_SSA,20138,SAN FRANCISCO CAJONOS
CVE_MUN_SSA,20139,SAN FRANCISCO CHAPULAPA
CVE_MUN_SSA,20140,SAN FRANCISCO CHINDÚA
CVE_MUN_SSA,20141,SAN FRANCISCO DEL MAR
CVE_MUN_SSA,20142,SAN FRANCISCO HUEHUETLÁN
CVE_MUN_SSA,20143,SAN FRANCISCO IXHUATÁN
CVE_MUN_SSA,20144,SAN FRANCISCO JALTEPETONGO
CVE_MUN_SSA,20145,SAN FRANCISCO LACHIGOLÓ
CVE_MUN_SSA,20146,SAN FRANCISCO LOGUECHE
CVE_MUN_SSA,20147,SAN FRANCISCO NUXAÑO
CVE_MUN_SSA,20148,SAN FRANCISCO OZOLOTEPEC
CVE_MUN_SSA,20149,SAN FRANCISCO SOLA
CVE_MUN_SSA,20150,SAN FRANCISCO TELIXTLAHUACA
CVE_MUN_SSA,20151,SAN FRANCISCO TEOPAN
CVE_MUN_SSA,20152,SAN FRANCISCO TLAPANCINGO
CVE_MUN_SSA,20153,SAN GABRIEL MIXTEPEC
CVE_MUN_SSA,20154,SAN ILDEFONSO AMATLÁN
CVE_MUN_SSA,20155,SAN ILDEFONSO SOLA
CVE_MUN_SSA,20156,SAN ILDEFONSO VILLA ALTA
CVE_MUN_SSA,20157,SAN JACINTO AMILPAS
CVE_MUN_SSA,20158,SAN JACINTO TLACOTEPEC
CVE_MUN_SSA,20159,SAN JERÓNIMO COATLÁN
CVE_MUN_SSA,20160,SAN JERÓNIMO SILACAYOAPILLA
CVE_MUN_SSA,20161,SAN JERÓNIMO SOSOLA
CVE_MUN_SSA,20162,SAN JERÓNIMO TAVICHE
CVE_MUN_SSA,20163,SAN JERÓNIMO TECÓATL
CVE_MUN_SSA,20164,SAN JORGE NUCHITA
CVE_MUN_SSA,20165,SAN JOSÉ AYUQUILA
CVE_MUN_SSA,20166,SAN JOSÉ CHILTEPEC
CVE_MUN_SSA,20167,SAN JOSÉ DEL PEÑASCO
CVE_MUN_SSA,20168,SAN JOSÉ ESTANCIA GRANDE
CVE_MUN_SSA,20169,SAN JOSÉ INDEPENDENCIA
CVE_MUN_SSA,20170,SAN JOSÉ LACHIGUIRI
CVE_MUN_SSA,20171,SAN JOSÉ TENANGO
CVE_MUN_SSA,20172,SAN JUAN ACHIUTLA
CVE_MUN_SSA,20173,SAN JUAN ATEPEC
CVE_MUN_SSA,20174,ÁNIMAS TRUJANO
CVE_MUN_SSA,20175,SAN JUAN BAUTISTA ATATLAHUCA
CVE_MUN_SSA,20176,SAN JUAN BAUTISTA COIXTLAHUACA
CVE_MUN_SSA,20177,SAN JUAN BAUTISTA CUICATLÁN
CVE_MUN_SSA,20178,SAN JUAN BAUTISTA GUELACHE
CVE_MUN_SSA,20179,SAN JUAN BAUTISTA JAYACATLÁN
CVE_MUN_SSA,20180,SAN JUAN BAUTISTA LO DE SOTO
CVE_MUN_SSA,20181,SAN JUAN BAUTISTA SUCHITEPEC
CVE_MUN_SSA,20182,SAN JUAN BAUTISTA TLACOATZINTEPEC
CVE_MUN_SSA,20183,SAN JUAN BAUTISTA TLACHICHILCO
CVE_MUN_SSA,20184,SAN JUAN BAUTISTA TUXTEPEC
CVE_MUN_SSA,20185,SAN JUAN CACAHUATEPEC
CVE_MUN_SSA,20186,SAN JUAN CIENEGUILLA
CVE_MUN_SSA,20187,SAN JUAN COATZÓSPAM
CVE_MUN_SSA,20188,SAN JUAN COLORADO
CVE_MUN_SSA,20189,SAN JUAN COMALTEPEC
CVE_MUN_SSA,20190,SAN JUAN COTZOCÓN
CVE_MUN_SSA,20191,SAN JUAN CHICOMEZÚCHIL
CVE_MUN_SSA,20192,SAN JUAN CHILATECA
CVE_MUN_SSA,20193,SAN JUAN DEL ESTADO
CVE_MUN_SSA,20194,SAN JUAN DEL RÍO
CVE_MUN_SSA,20195,SAN JUAN DIUXI
CVE_MUN_SSA,20196,SAN JUAN EVANGELISTA ANALCO
CVE_MUN_SSA,20197,SAN JUAN GUELAVÍA
CVE_MUN_SSA,20198,SAN JUAN GUICHICOVI
CVE_MUN_SSA,20199,SAN JUAN IHUALTEPEC
CVE_MUN_SSA,20200,SAN JUAN JUQUILA MIXES
CVE_MUN_SSA,20201,SAN JUAN JUQUILA VIJANOS
CVE_MUN_SSA,20202,SAN JUAN LACHAO
CVE_MUN_SSA,20203,SAN JUAN LACHIGALLA
CVE_MUN_SSA,20204,SAN JUAN LAJARCIA
CVE_MUN_SSA,20205,SAN JUAN LALANA
CVE_MUN_SSA,20206,SAN JUAN DE LOS CUÉS
CVE_MUN_SSA,20207,SAN JUAN MAZATLÁN
CVE_MUN_SSA,20208,SAN JUAN MIXTEPEC
CVE_MUN_SSA,20209,SAN JUAN MIXTEPEC
CVE_MUN_SSA,20210,SAN JUAN ÑUMÍ
CVE_MUN_SSA,20211,SAN JUAN OZOLOTEPEC
CVE_MUN_SSA,20212,SAN JUAN PETLAPA
CVE_MUN_SSA,20213,SAN JUAN QUIAHIJE
CVE_MUN_SSA,20214,SAN JUAN QUIOTEPEC
CVE_MUN_SSA,20215,SAN JUAN SAYULTEPEC
CVE_MUN_SSA,20216,SAN JUAN TABAÁ
CVE_MUN_SSA,20217,SAN JUAN TAMAZOLA
CVE_MUN_SSA,20218,SAN JUAN TEITA
CVE_MUN_SSA,20219,SAN JUAN TEITIPAC
CVE_MUN_SSA,20220,SAN JUAN TEPEUXILA
CVE_MUN_SSA,20221,SAN JUAN TEPOSCOLULA
CVE_MUN_SSA,20222,SAN JUAN YAEÉ
CVE_MUN_SSA,20223,SAN JUAN YATZONA
CVE_MUN_SSA,20224,SAN JUAN YUCUITA
CVE_MUN_SSA,20225,SAN LORENZO
CVE_MUN_SSA,20226,SAN LORENZO ALBARRADAS
CVE_MUN_SSA,20227,SAN LORENZO CACAOTEPEC
CVE_MUN_SSA,20228,SAN LORENZO CUAUNECUILTITLA
CVE_MUN_SSA,20229,SAN LORENZO TEXMELÚCAN
CVE_MUN_SSA,20230,SAN LORENZO VICTORIA
CVE_MUN_SSA,20231,SAN LUCAS CAMOTLÁN
CVE_MUN_SSA,20232,SAN LUCAS OJITLÁN
CVE_MUN_SSA,20233,SAN LUCAS QUIAVINÍ
CVE_MUN_SSA,20234,SAN LUCAS ZOQUIÁPAM
CVE_MUN_SSA,20235,SAN LUIS AMATLÁN
CVE_MUN_SSA,20236,SAN MARCIAL OZOLOTEPEC
CVE_MUN_SSA,20237,SAN MARCOS ARTEAGA
CVE_MUN_SSA,20238,SAN MARTÍN DE LOS CANSECOS
CVE_MUN_SSA,20239,SAN MARTÍN HUAMELÚLPAM
CVE_MUN_SSA,20240,SAN MARTÍN ITUNYOSO
CVE_MUN_SSA,20241,SAN MARTÍN LACHILÁ
CVE_MUN_SSA,20242,SAN MARTÍN PERAS
CVE_MUN_SSA,20243,SAN MARTÍN TILCAJETE
CVE_MUN_SSA,20244,SAN MARTÍN TOXPALAN
CVE_MUN_SSA,20245,SAN MARTÍN ZACATEPEC
CVE_MUN_SSA,20246,SAN MATEO CAJONOS
CVE_MUN_SSA,20247,CAPULÁLPAM DE MÉNDEZ
CVE_MUN_SSA,20248,SAN MATEO DEL MAR
CVE_MUN_SSA,20249,SAN MATEO YOLOXOCHITLÁN
CVE_MUN_SSA,20250,SAN MATEO ETLATONGO
CVE_MUN_SSA,20251,SAN MATEO NEJÁPAM
CVE_MUN_SSA,20252,SAN MATEO PEÑASCO
CVE_MUN_SSA,20253,SAN MATEO PIÑAS
CVE_MUN_SSA,20254,SAN MATEO RÍO HONDO
CVE_MUN_SSA,20255,SAN MATEO SINDIHUI
CVE_MUN_SSA,20256,SAN MATEO TLAPILTEPEC
CVE_MUN_SSA,20257,SAN MELCHOR BETAZA
CVE_MUN_SSA,20258,SAN MIGUEL ACHIUTLA
CVE_MUN_SSA,20259,SAN MIGUEL AHUEHUETITLÁN
CVE_MUN_SSA,20260,SAN MIGUEL ALOÁPAM
CVE_MUN_SSA,20261,SAN MIGUEL AMATITLÁN
CVE_MUN_SSA,20262,SAN MIGUEL AMATLÁN
CVE_MUN_SSA,20263,SAN MIGUEL COATLÁN
CVE_MUN_SSA,20264,SAN MIGUEL CHICAHUA
CVE_MUN_SSA,20265,SAN MIGUEL CHIMALAPA
CVE_MUN_SSA,20266,SAN MIGUEL DEL PUERTO
CVE_MUN_SSA,20267,SAN MIGUEL DEL RÍO
CVE_MUN_SSA,20268,SAN MIGUEL EJUTLA
CVE_MUN_SSA,20269,SAN MIGUEL EL GRANDE
CVE_MUN_SSA,20270,SAN MIGUEL HUAUTLA
CVE_MUN_SSA,20271,SAN MIGUEL MIXTEPEC
CVE_MUN_SSA,20272,SAN MIGUEL PANIXTLAHUACA
CVE_MUN_SSA,20273,SAN MIGUEL PERAS
CVE_MUN_SSA,20274,SAN MIGUEL PIEDRAS
CVE_MUN_SSA,20275,SAN MIGUEL QUETZALTEPEC
CVE_MUN_SSA,20276,SAN MIGUEL SANTA FLOR
CVE_MUN_SSA,20277,VILLA SOLA DE VEGA
CVE_MUN_SSA,20278,SAN MIGUEL SOYALTEPEC
CVE_MUN_SSA,20279,SAN MIGUEL SUCHIXTEPEC
CVE_MUN_SSA,20280,VILLA TALEA DE CASTRO
CVE_MUN_SSA,20281,SAN MIGUEL TECOMATLÁN
CVE_MUN_SSA,20282,SAN MIGUEL TENANGO
CVE_MUN_SSA,20283,SAN MIGUEL TEQUIXTEPEC
CVE_MUN_SSA,20284,SAN MIGUEL TILQUIÁPAM
CVE_MUN_SSA,20285,SAN MIGUEL TLACAMAMA
CVE_MUN_SSA,20286,SAN MIGUEL TLACOTEPEC
CVE_MUN_SSA,20287,SAN MIGUEL TULANCINGO
CVE_MUN_SSA,20288,SAN MIGUEL YOTAO
CVE_MUN_SSA,20289,SAN NICOLÁS
CVE_MUN_SSA,20290,SAN NICOLÁS HIDALGO
CVE_MUN_SSA,20291,SAN PABLO COATLÁN
CVE_MUN_SSA,20292,SAN PABLO CUATRO VENADOS
CVE_MUN_SSA,20293,SAN PABLO ETLA
CVE_MUN_SSA,20294,SAN PABLO HUITZO
CVE_MUN_SSA,20295,SAN PABLO HUIXTEPEC
CVE_MUN_SSA,20296,SAN PABLO MACUILTIANGUIS
CVE_MUN_SSA,20297,SAN PABLO TIJALTEPEC
CVE_MUN_SSA,20298,SAN PABLO VILLA DE MITLA
CVE_MUN_SSA,20299,SAN PABLO YAGANIZA
CVE_MUN_SSA,20300,SAN PEDRO AMUZGOS
CVE_MUN_SSA,20301,SAN PEDRO APÓSTOL
CVE_MUN_SSA,20302,SAN PEDRO ATOYAC
CVE_MUN_SSA,20303,SAN PEDRO CAJONOS
CVE_MUN_SSA,20304,SAN PEDRO COXCALTEPEC CÁNTAROS
CVE_MUN_SSA,20305,SAN PEDRO COMITANCILLO
CVE_MUN_SSA,20306,SAN PEDRO EL ALTO
CVE_MUN_SSA,20307,SAN PEDRO HUAMELULA
CVE_MUN_SSA,20308,SAN PEDRO HUILOTEPEC
CVE_MUN_SSA,20309,SAN PEDRO IXCATLÁN
CVE_MUN_SSA,20310,SAN PEDRO IXTLAHUACA
CVE_MUN_SSA,20311,SAN PEDRO JALTEPETONGO
CVE_MUN_SSA,20312,SAN PEDRO JICAYÁN
CVE_MUN_SSA,20313,SAN PEDRO JOCOTIPAC
CVE_MUN_SSA,20314,SAN PEDRO JUCHATENGO
CVE_MUN_SSA,20315,SAN PEDRO MÁRTIR
CVE_MUN_SSA,20316,SAN PEDRO MÁRTIR QUIECHAPA
CVE_MUN_SSA,20317,SAN PEDRO MÁRTIR YUCUXACO
CVE_MUN_SSA,20318,SAN PEDRO MIXTEPEC
CVE_MUN_SSA,20319,SAN PEDRO MIXTEPEC
CVE_MUN_SSA,20320,SAN PEDRO MOLINOS
CVE_MUN_SSA,20321,SAN PEDRO NOPALA
CVE_MUN_SSA,20322,SAN PEDRO OCOPETATILLO
CVE_MUN_SSA,20323,SAN PEDRO OCOTEPEC
CVE_MUN_SSA,20324,SAN PEDRO POCHUTLA
CVE_MUN_SSA,20325,SAN PEDRO QUIATONI
CVE_MUN_SSA,20326,SAN PEDRO SOCHIÁPAM
CVE_MUN_SSA,20327,SAN PEDRO TAPANATEPEC
CVE_MUN_SSA,20328,SAN PEDRO TAVICHE
CVE_MUN_SSA,20329,SAN PEDRO TEOZACOALCO
CVE_MUN_SSA,20330,SAN PEDRO TEUTILA
CVE_MUN_SSA,20331,SAN PEDRO TIDAÁ
CVE_MUN_SSA,20332,SAN PEDRO TOPILTEPEC
CVE_MUN_SSA,20333,SAN PEDRO TOTOLÁPAM
CVE_MUN_SSA,20334,VILLA DE TUTUTEPEC
CVE_MUN_SSA,20335,SAN PEDRO YANERI
CVE_MUN_SSA,20336,SAN PEDRO YÓLOX
CVE_MUN_SSA,20337,SAN PEDRO Y SAN PABLO AYUTLA
CVE_MUN_SSA,20338,VILLA DE ETLA
CVE_MUN_SSA,20339,SAN PEDRO Y SAN PABLO TEPOSCOLULA
CVE_MUN_SSA,20340,SAN PEDRO Y SAN PABLO TEQUIXTEPEC
CVE_MUN_SSA,20341,SAN PEDRO YUCUNAMA
CVE_MUN_SSA,20342,SAN RAYMUNDO JALPAN
CVE_MUN_SSA,20343,SAN SEBASTIÁN ABASOLO
CVE_MUN_SSA,20344,SAN SEBASTIÁN COATLÁN
CVE_MUN_SSA,20345,SAN SEBASTIÁN IXCAPA
CVE_MUN_SSA,20346,SAN SEBASTIÁN NICANANDUTA
CVE_MUN_SSA,20347,SAN SEBASTIÁN RÍO HONDO
CVE_MUN_SSA,20348,SAN SEBASTIÁN TECOMAXTLAHUACA
CVE_MUN_SSA,20349,SAN SEBASTIÁN TEITIPAC
CVE_MUN_SSA,20350,SAN SEBASTIÁN TUTLA
CVE_MUN_SSA,20351,SAN SIMÓN ALMOLONGAS
CVE_MUN_SSA,20352,SAN SIMÓN ZAHUATLÁN
CVE_MUN_SSA,20353,SANTA ANA
CVE_MUN_SSA,20354,SANTA ANA ATEIXTLAHUACA
CVE_MUN_SSA,20355,SANTA ANA CUAUHTÉMOC
CVE_MUN_SSA,20356,SANTA ANA DEL VALLE
CVE_MUN_SSA,20357,SANTA ANA TAVELA
CVE_MUN_SSA,20358,SANTA ANA TLAPACOYAN
CVE_MUN_SSA,20359,SANTA ANA YARENI
CVE_MUN_SSA,20360,SANTA ANA ZEGACHE
CVE_MUN_SSA,20361,SANTA CATALINA QUIERÍ
CVE_MUN_SSA,20362,SANTA CATARINA CUIXTLA
CVE_MUN_SSA,20363,SANTA CATARINA IXTEPEJI
CVE_MUN_SSA,20364,SANTA CATARINA JUQUILA
CVE_MUN_SSA,20365,SANTA CATARINA LACHATAO
CVE_MUN_SSA,20366,SANTA CATARINA LOXICHA
CVE_MUN_SSA,20367,SANTA CATARINA MECHOACÁN
CVE_MUN_SSA,20368,SANTA CATARINA MINAS
CVE_MUN_SSA,20369,SANTA CATARINA QUIANÉ
CVE_MUN_SSA,20370,SANTA CATARINA TAYATA
CVE_MUN_SSA,20371,SANTA CATARINA TICUÁ
CVE_MUN_SSA,20372,SANTA CATARINA YOSONOTÚ
CVE_MUN_SSA,20373,SANTA CATARINA ZAPOQUILA
CVE_MUN_SSA,20374,SANTA CRUZ ACATEPEC
CVE_MUN_SSA,20375,SANTA CRUZ AMILPAS
CVE_MUN_SSA,20376,SANTA CRUZ DE BRAVO
CVE_MUN_SSA,20377,SANTA CRUZ ITUNDUJIA
CVE_MUN_SSA,20378,SANTA CRUZ MIXTEPEC
CVE_MUN_SSA,20379,SANTA CRUZ NUNDACO
CVE_MUN_SSA,20380,SANTA CRUZ PAPALUTLA
CVE_MUN_SSA,20381,SANTA CRUZ TACACHE DE MINA
CVE_MUN_SSA,20382,SANTA CRUZ TACAHUA
CVE_MUN_SSA,20383,SANTA CRUZ TAYATA
CVE_MUN_SSA,20384,SANTA CRUZ XITLA
CVE_MUN_SSA,20385,SANTA CRUZ XOXOCOTLÁN
CVE_MUN_SSA,20386,SANTA CRUZ ZENZONTEPEC
CVE_MUN_SSA,20387,SANTA GERTRUDIS
CVE_MUN_SSA,20388,SANTA INÉS DEL MONTE
CVE_MUN_SSA,20389,SANTA INÉS YATZECHE
CVE_MUN_SSA,20390,SANTA LUCÍA DEL CAMINO
CVE_MUN_SSA,20391,SANTA LUCÍA MIAHUATLÁN
CVE_MUN_SSA,20392,SANTA LUCÍA MONTEVERDE
CVE_MUN_SSA,20393,SANTA LUCÍA OCOTLÁN
CVE_MUN_SSA,20394,SANTA MARÍA ALOTEPEC
CVE_MUN_SSA,20395,SANTA MARÍA APAZCO
CVE_MUN_SSA,20396,SANTA MARÍA LA ASUNCIÓN
CVE_MUN_SSA,20397,HEROICA CIUDAD DE TLAXIACO
CVE_MUN_SSA,20398,AYOQUEZCO DE ALDAMA
CVE_MUN_SSA,20399,SANTA MARÍA ATZOMPA
CVE_MUN_SSA,20400,SANTA MARÍA CAMOTLÁN
CVE_MUN_SSA,20401,SANTA MARÍA COLOTEPEC
CVE_MUN_SSA,20402,SANTA MARÍA CORTIJO
CVE_MUN_SSA,20403,SANTA MARÍA COYOTEPEC
CVE_MUN_SSA,20404,SANTA MARÍA CHACHOÁPAM
CVE_MUN_SSA,20405,VILLA DE CHILAPA DE DÍAZ
CVE_MUN_SSA,20406,SANTA MARÍA CHILCHOTLA
CVE_MUN_SSA,20407,SANTA MARÍA CHIMALAPA
CVE_MUN_SSA,20408,SANTA MARÍA DEL ROSARIO
CVE_MUN_SSA,20409,SANTA MARÍA DEL TULE
CVE_MUN_SSA,20410,SANTA MARÍA ECATEPEC
CVE_MUN_SSA,20411,SANTA MARÍA GUELACÉ
CVE_MUN_SSA,20412,SANTA MARÍA GUIENAGATI
CVE_MUN_SSA,20413,SANTA MARÍA HUATULCO
CVE_MUN_SSA,20414,SANTA MARÍA HUAZOLOTITLÁN
CVE_MUN_SSA,20415,SANTA MARÍA IPALAPA
CVE_MUN_SSA,20416,SANTA MARÍA IXCATLÁN
CVE_MUN_SSA,20417,SANTA MARÍA JACATEPEC
CVE_MUN_SSA,20418,SANTA MARÍA JALAPA DEL MARQUÉS
CVE_MUN_SSA,20419,SANTA MARÍA JALTIANGUIS
CVE_MUN_SSA,20420,SANTA MARÍA LACHIXÍO
CVE_MUN_SSA,20421,SANTA MARÍA MIXTEQUILLA
CVE_MUN_SSA,20422,SANTA MARÍA NATIVITAS
CVE_MUN_SSA,20423,SANTA MARÍA NDUAYACO
CVE_MUN_SSA,20424,SANTA MARÍA OZOLOTEPEC
CVE_MUN_SSA,20425,SANTA MARÍA PÁPALO
CVE_MUN_SSA,20426,SANTA MARÍA PEÑOLES
CVE_MUN_SSA,20427,SANTA MARÍA PETAPA
CVE_MUN_SSA,20428,SANTA MARÍA QUIEGOLANI
CVE_MUN_SSA,20429,SANTA MARÍA SOLA
CVE_MUN_SSA,20430,SANTA MARÍA TATALTEPEC
CVE_MUN_SSA,20431,SANTA MARÍA TECOMAVACA
