TIPO_COD,COD,ETIQUETA
CVE_MUN_SSA,13024,HUASCA DE OCAMPO
CVE_MUN_SSA,13025,HUAUTLA
CVE_MUN_SSA,13026,HUAZALINGO
CVE_MUN_SSA,13027,HUEHUETLA
CVE_MUN_SSA,13028,HUEJUTLA DE REYES
CVE_MUN_SSA,13029,HUICHAPAN
CVE_MUN_SSA,13030,IXMIQUILPAN
CVE_MUN_SSA,13031,JACALA DE LEDEZMA
CVE_MUN_SSA,13032,JALTOCÁN
CVE_MUN_SSA,13033,JUÁREZ HIDALGO
CVE_MUN_SSA,13034,LOLOTLA
CVE_MUN_SSA,13035,METEPEC
CVE_MUN_SSA,13036,SAN AGUSTÍN METZQUITITLÁN
CVE_MUN_SSA,13037,METZTITLÁN
CVE_MUN_SSA,13038,MINERAL DEL CHICO
CVE_MUN_SSA,13039,MINERAL DEL MONTE
CVE_MUN_SSA,13040,LA MISIÓN
CVE_MUN_SSA,13041,MIXQUIAHUALA DE JUÁREZ
CVE_MUN_SSA,13042,MOLANGO DE ESCAMILLA
CVE_MUN_SSA,13043,NICOLÁS FLORES
CVE_MUN_SSA,13044,NOPALA DE VILLAGRÁN
CVE_MUN_SSA,13045,OMITLÁN DE JUÁREZ
CVE_MUN_SSA,13046,SAN FELIPE ORIZATLÁN
CVE_MUN_SSA,13047,PACULA
CVE_MUN_SSA,13048,PACHUCA DE SOTO
CVE_MUN_SSA,13049,PISAFLORES
CVE_MUN_SSA,13050,PROGRESO DE OBREGÓN
CVE_MUN_SSA,13051,MINERAL DE LA REFORMA
CVE_MUN_SSA,13052,SAN AGUSTÍN TLAXIACA
CVE_MUN_SSA,13053,SAN BARTOLO TUTOTEPEC
CVE_MUN_SSA,13054,SAN SALVADOR
CVE_MUN_SSA,13055,SANTIAGO DE ANAYA
CVE_MUN_SSA,13056,SANTIAGO TULANTEPEC DE LUGO GUERRERO
CVE_MUN_SSA,13057,SINGUILUCAN
CVE_MUN_SSA,13058,TASQUILLO
CVE_MUN_SSA,13059,TECOZAUTLA
CVE_MUN_SSA,13060,TENANGO DE DORIA
CVE_MUN_SSA,13061,TEPEAPULCO
CVE_MUN_SSA,13062,TEPEHUACÁN DE GUERRERO
CVE_MUN_SSA,13063,TEPEJI DEL RÍO DE OCAMPO
CVE_MUN_SSA,13064,TEPETITLÁN
CVE_MUN_SSA,13065,TETEPANGO
CVE_MUN_SSA,13066,VILLA DE TEZONTEPEC
CVE_MUN_SSA,13067,TEZONTEPEC DE ALDAMA
CVE_MUN_SSA,13068,TIANGUISTENGO
CVE_MUN_SSA,13069,TIZAYUCA
CVE_MUN_SSA,13070,TLAHUELILPAN
CVE_MUN_SSA,13071,TLAHUILTEPA
CVE_MUN_SSA,13072,TLANALAPA
CVE_MUN_SSA,13073,TLANCHINOL
CVE_MUN_SSA,13074,TLAXCOAPAN
CVE_MUN_SSA,13075,TOLCAYUCA
CVE_MUN_SSA,13076,TULA DE ALLENDE
CVE_MUN_SSA,13077,TULANCINGO DE BRAVO
CVE_MUN_SSA,13078,XOCHIATIPAN
CVE_MUN_SSA,13079,XOCHICOATLÁN
CVE_MUN_SSA,13080,YAHUALICA
CVE_MUN_SSA,13081,ZACUALTIPÁN DE ÁNGELES
CVE_MUN_SSA,13082,ZAPOTLÁN DE JUÁREZ
CVE_MUN_SSA,13083,ZEMPOALA
CVE_MUN_SSA,13084,ZIMAPÁN
CVE_MUN_SSA,13999,NO ESPECIFICADO
CVE_MUN_SSA,14001,ACATIC
CVE_MUN_SSA,14002,ACATLÁN DE JUÁREZ
CVE_MUN_SSA,14003,AHUALULCO DE MERCADO
CVE_MUN_SSA,14004,AMACUECA
CVE_MUN_SSA,14005,AMATITÁN
CVE_MUN_SSA,14006,AMECA
CVE_MUN_SSA,14007,SAN JUANITO DE ESCOBEDO
CVE_MUN_SSA,14008,ARANDAS
CVE_MUN_SSA,14009,EL ARENAL
CVE_MUN_SSA,14010,ATEMAJAC DE BRIZUELA
CVE_MUN_SSA,14011,ATENGO
CVE_MUN_SSA,14012,ATENGUILLO
CVE_MUN_SSA,14013,ATOTONILCO EL ALTO
CVE_MUN_SSA,14014,ATOYAC
CVE_MUN_SSA,14015,AUTLÁN DE NAVARRO
CVE_MUN_SSA,14016,AYOTLÁN
CVE_MUN_SSA,14017,AYUTLA
CVE_MUN_SSA,14018,LA BARCA
CVE_MUN_SSA,14019,BOLAÑOS
CVE_MUN_SSA,14020,CABO CORRIENTES
CVE_MUN_SSA,14021,CASIMIRO CASTILLO
CVE_MUN_SSA,14022,CIHUATLÁN
CVE_MUN_SSA,14023,ZAPOTLÁN EL GRANDE
CVE_MUN_SSA,14024,COCULA
CVE_MUN_SSA,14025,COLOTLÁN
CVE_MUN_SSA,14026,CONCEPCIÓN DE BUENOS AIRES
CVE_MUN_SSA,14027,CUAUTITLÁN DE GARCÍA BARRAGÁN
CVE_MUN_SSA,14028,CUAUTLA
CVE_MUN_SSA,14029,CUQUÍO
CVE_MUN_SSA,14030,CHAPALA
CVE_MUN_SSA,14031,CHIMALTITÁN
CVE_MUN_SSA,14032,CHIQUILISTLÁN
CVE_MUN_SSA,14033,DEGOLLADO
CVE_MUN_SSA,14034,EJUTLA
CVE_MUN_SSA,14035,ENCARNACIÓN DE DÍAZ
CVE_MUN_SSA,14036,ETZATLÁN
CVE_MUN_SSA,14037,EL GRULLO
CVE_MUN_SSA,14038,GUACHINANGO
CVE_MUN_SSA,14039,GUADALAJARA
CVE_MUN_SSA,14040,HOSTOTIPAQUILLO
CVE_MUN_SSA,14041,HUEJÚCAR
CVE_MUN_SSA,14042,HUEJUQUILLA EL ALTO
CVE_MUN_SSA,14043,LA HUERTA
CVE_MUN_SSA,14044,IXTLAHUACÁN DE LOS MEMBRILLOS
CVE_MUN_SSA,14045,IXTLAHUACÁN DEL RÍO
CVE_MUN_SSA,14046,JALOSTOTITLÁN
CVE_MUN_SSA,14047,JAMAY
CVE_MUN_SSA,14048,JESÚS MARÍA
CVE_MUN_SSA,14049,JILOTLÁN DE LOS DOLORES
CVE_MUN_SSA,14050,JOCOTEPEC
CVE_MUN_SSA,14051,JUANACATLÁN
CVE_MUN_SSA,14052,JUCHITLÁN
CVE_MUN_SSA,14053,LAGOS DE MORENO
CVE_MUN_SSA,14054,EL LIMÓN
CVE_MUN_SSA,14055,MAGDALENA
CVE_MUN_SSA,14056,SANTA MARÍA DEL ORO
CVE_MUN_SSA,14057,LA MANZANILLA DE LA PAZ
CVE_MUN_SSA,14058,MASCOTA
CVE_MUN_SSA,14059,MAZAMITLA
CVE_MUN_SSA,14060,MEXTICACÁN
CVE_MUN_SSA,14061,MEZQUITIC
CVE_MUN_SSA,14062,MIXTLÁN
CVE_MUN_SSA,14063,OCOTLÁN
CVE_MUN_SSA,14064,OJUELOS DE JALISCO
CVE_MUN_SSA,14065,PIHUAMO
CVE_MUN_SSA,14066,PONCITLÁN
CVE_MUN_SSA,14067,PUERTO VALLARTA
CVE_MUN_SSA,14068,VILLA PURIFICACIÓN
CVE_MUN_SSA,14069,QUITUPAN
CVE_MUN_SSA,14070,EL SALTO
CVE_MUN_SSA,14071,SAN CRISTÓBAL DE LA BARRANCA
CVE_MUN_SSA,14072,SAN DIEGO DE ALEJANDRÍA
CVE_MUN_SSA,14073,SAN JUAN DE LOS LAGOS
CVE_MUN_SSA,14074,SAN JULIÁN
CVE_MUN_SSA,14075,SAN MARCOS
CVE_MUN_SSA,14076,SAN MARTÍN DE BOLAÑOS
CVE_MUN_SSA,14077,SAN MARTÍN HIDALGO
CVE_MUN_SSA,14078,SAN MIGUEL EL ALTO
CVE_MUN_SSA,14079,GÓMEZ FARÍAS
CVE_MUN_SSA,14080,SAN SEBASTIÁN DEL OESTE
CVE_MUN_SSA,14081,SANTA MARÍA DE LOS ÁNGELES
CVE_MUN_SSA,14082,SAYULA
CVE_MUN_SSA,14083,TALA
CVE_MUN_SSA,14084,TALPA DE ALLENDE
CVE_MUN_SSA,14085,TAMAZULA DE GORDIANO
CVE_MUN_SSA,14086,TAPALPA
CVE_MUN_SSA,14087,TECALITLÁN
CVE_MUN_SSA,14088,TECOLOTLÁN
CVE_MUN_SSA,14089,TECHALUTA DE MONTENEGRO
CVE_MUN_SSA,14090,TENAMAXTLÁN
CVE_MUN_SSA,14091,TEOCALTICHE
CVE_MUN_SSA,14092,TEOCUITATLÁN DE CORONA
CVE_MUN_SSA,14093,TEPATITLÁN DE MORELOS
CVE_MUN_SSA,14094,TEQUILA
CVE_MUN_SSA,14095,TEUCHITLÁN
CVE_MUN_SSA,14096,TIZAPÁN EL ALTO
CVE_MUN_SSA,14097,TLAJOMULCO DE ZÚÑIGA
CVE_MUN_SSA,14098,SAN PEDRO TLAQUEPAQUE
CVE_MUN_SSA,14099,TOLIMÁN
CVE_MUN_SSA,14100,TOMATLÁN
CVE_MUN_SSA,14101,TONALÁ
CVE_MUN_SSA,14102,TONAYA
CVE_MUN_SSA,14103,TONILA
CVE_MUN_SSA,14104,TOTATICHE
CVE_MUN_SSA,14105,TOTOTLÁN
CVE_MUN_SSA,14106,TUXCACUESCO
CVE_MUN_SSA,14107,TUXCUECA
CVE_MUN_SSA,14108,TUXPAN
CVE_MUN_SSA,14109,UNIÓN DE SAN ANTONIO
CVE_MUN_SSA,14110,UNIÓN DE TULA
CVE_MUN_SSA,14111,VALLE DE GUADALUPE
CVE_MUN_SSA,14112,VALLE DE JUÁREZ
CVE_MUN_SSA,14113,SAN GABRIEL
CVE_MUN_SSA,14114,VILLA CORONA
CVE_MUN_SSA,14115,VILLA GUERRERO
CVE_MUN_SSA,14116,VILLA HIDALGO
CVE_MUN_SSA,14117,CAÑADAS DE OBREGÓN
CVE_MUN_SSA,14118,YAHUALICA DE GONZÁLEZ GALLO
CVE_MUN_SSA,14119,ZACOALCO DE TORRES
CVE_MUN_SSA,14120,ZAPOPAN
CVE_MUN_SSA,14121,ZAPOTILTIC
CVE_MUN_SSA,14122,ZAPOTITLÁN DE VADILLO
CVE_MUN_SSA,14123,ZAPOTLÁN DEL REY
CVE_MUN_SSA,14124,ZAPOTLANEJO
CVE_MUN_SSA,14125,SAN IGNACIO CERRO GORDO
CVE_MUN_SSA,14999,NO ESPECIFICADO
CVE_MUN_SSA,15001,ACAMBAY DE RUÍZ CASTAÑEDA
CVE_MUN_SSA,15002,ACOLMAN
CVE_MUN_SSA,15003,ACULCO
CVE_MUN_SSA,15004,ALMOLOYA DE ALQUISIRAS
CVE_MUN_SSA,15005,ALMOLOYA DE JUÁREZ
CVE_MUN_SSA,15006,ALMOLOYA DEL RÍO
CVE_MUN_SSA,15007,AMANALCO
CVE_MUN_SSA,15008,AMATEPEC
CVE_MUN_SSA,15009,AMECAMECA
CVE_MUN_SSA,15010,APAXCO
CVE_MUN_SSA,15011,ATENCO
CVE_MUN_SSA,15012,ATIZAPÁN
CVE_MUN_SSA,15013,ATIZAPÁN DE ZARAGOZA
CVE_MUN_SSA,15014,ATLACOMULCO
CVE_MUN_SSA,15015,ATLAUTLA
CVE_MUN_SSA,15016,AXAPUSCO
CVE_MUN_SSA,15017,AYAPANGO
CVE_MUN_SSA,15018,CALIMAYA
CVE_MUN_SSA,15019,CAPULHUAC
CVE_MUN_SSA,15020,COACALCO DE BERRIOZÁBAL
CVE_MUN_SSA,15021,COATEPEC HARINAS
CVE_MUN_SSA,15022,COCOTITLÁN
CVE_MUN_SSA,15023,COYOTEPEC
CVE_MUN_SSA,15024,CUAUTITLÁN
CVE_MUN_SSA,15025,CHALCO
CVE_MUN_SSA,15026,CHAPA DE MOTA
CVE_MUN_SSA,15027,CHAPULTEPEC
CVE_MUN_SSA,15028,CHIAUTLA
CVE_MUN_SSA,15029,CHICOLOAPAN
CVE_MUN_SSA,15030,CHICONCUAC
CVE_MUN_SSA,15031,CHIMALHUACÁN
CVE_MUN_SSA,15032,DONATO GUERRA
CVE_MUN_SSA,15033,ECATEPEC DE MORELOS
CVE_MUN_SSA,15034,ECATZINGO
CVE_MUN_SSA,15035,HUEHUETOCA
CVE_MUN_SSA,15036,HUEYPOXTLA
CVE_MUN_SSA,15037,HUIXQUILUCAN
CVE_MUN_SSA,15038,ISIDRO FABELA
CVE_MUN_SSA,15039,IXTAPALUCA
CVE_MUN_SSA,15040,IXTAPAN DE LA SAL
CVE_MUN_SSA,15041,IXTAPAN DEL ORO
CVE_MUN_SSA,15042,IXTLAHUACA
CVE_MUN_SSA,15043,XALATLACO
CVE_MUN_SSA,15044,JALTENCO
CVE_MUN_SSA,15045,JILOTEPEC
CVE_MUN_SSA,15046,JILOTZINGO
CVE_MUN_SSA,15047,JIQUIPILCO
CVE_MUN_SSA,15048,JOCOTITLÁN
CVE_MUN_SSA,15049,JOQUICINGO
CVE_MUN_SSA,15050,JUCHITEPEC
CVE_MUN_SSA,15051,LERMA
CVE_MUN_SSA,15052,MALINALCO
CVE_MUN_SSA,15053,MELCHOR OCAMPO
CVE_MUN_SSA,15054,METEPEC
CVE_MUN_SSA,15055,MEXICALTZINGO
CVE_MUN_SSA,15056,MORELOS
CVE_MUN_SSA,15057,NAUCALPAN DE JUÁREZ
CVE_MUN_SSA,15058,NEZAHUALCÓYOTL
CVE_MUN_SSA,15059,NEXTLALPAN
CVE_MUN_SSA,15060,NICOLÁS ROMERO
CVE_MUN_SSA,15061,NOPALTEPEC
CVE_MUN_SSA,15062,OCOYOACAC
CVE_MUN_SSA,15063,OCUILAN
CVE_MUN_SSA,15064,EL ORO
CVE_MUN_SSA,15065,OTUMBA
CVE_MUN_SSA,15066,OTZOLOAPAN
CVE_MUN_SSA,15067,OTZOLOTEPEC
CVE_MUN_SSA,15068,OZUMBA
CVE_MUN_SSA,15069,PAPALOTLA
CVE_MUN_SSA,15070,LA PAZ
CVE_MUN_SSA,15071,POLOTITLÁN
CVE_MUN_SSA,15072,RAYÓN
CVE_MUN_SSA,15073,SAN ANTONIO LA ISLA
CVE_MUN_SSA,15074,SAN FELIPE DEL PROGRESO
CVE_MUN_SSA,15075,SAN MARTÍN DE LAS PIRÁMIDES
CVE_MUN_SSA,15076,SAN MATEO ATENCO
CVE_MUN_SSA,15077,SAN SIMÓN DE GUERRERO
CVE_MUN_SSA,15078,SANTO TOMÁS
CVE_MUN_SSA,15079,SOYANIQUILPAN DE JUÁREZ
CVE_MUN_SSA,15080,SULTEPEC
CVE_MUN_SSA,15081,TECÁMAC
CVE_MUN_SSA,15082,TEJUPILCO
CVE_MUN_SSA,15083,TEMAMATLA
CVE_MUN_SSA,15084,TEMASCALAPA
CVE_MUN_SSA,15085,TEMASCALCINGO
CVE_MUN_SSA,15086,TEMASCALTEPEC
CVE_MUN_SSA,15087,TEMOAYA
CVE_MUN_SSA,15088,TENANCINGO
CVE_MUN_SSA,15089,TENANGO DEL AIRE
CVE_MUN_SSA,15090,TENANGO DEL VALLE
CVE_MUN_SSA,15091,TEOLOYUCAN
CVE_MUN_SSA,15092,TEOTIHUACÁN
CVE_MUN_SSA,15093,TEPETLAOXTOC
CVE_MUN_SSA,15094,TEPETLIXPA
CVE_MUN_SSA,15095,TEPOTZOTLÁN
CVE_MUN_SSA,15096,TEQUIXQUIAC
CVE_MUN_SSA,15097,TEXCALTITLÁN
CVE_MUN_SSA,15098,TEXCALYACAC
CVE_MUN_SSA,15099,TEXCOCO
CVE_MUN_SSA,15100,TEZOYUCA
CVE_MUN_SSA,15101,TIANGUISTENCO
CVE_MUN_SSA,15102,TIMILPAN
CVE_MUN_SSA,15103,TLALMANALCO
CVE_MUN_SSA,15104,TLALNEPANTLA DE BAZ
CVE_MUN_SSA,15105,TLATLAYA
CVE_MUN_SSA,15106,TOLUCA
CVE_MUN_SSA,15107,TONATICO
CVE_MUN_SSA,15108,TULTEPEC
CVE_MUN_SSA,15109,TULTITLÁN
CVE_MUN_SSA,15110,VALLE DE BRAVO
CVE_MUN_SSA,15111,VILLA DE ALLENDE
CVE_MUN_SSA,15112,VILLA DEL CARBÓN
CVE_MUN_SSA,15113,VILLA GUERRERO
CVE_MUN_SSA,15114,VILLA VICTORIA
CVE_MUN_SSA,15115,XONACATLÁN
CVE_MUN_SSA,15116,ZACAZONAPAN
CVE_MUN_SSA,15117,ZACUALPAN
CVE_MUN_SSA,15118,ZINACANTEPEC
CVE_MUN_SSA,15119,ZUMPAHUACÁN
CVE_MUN_SSA,15120,ZUMPANGO
CVE_MUN_SSA,15121,CUAUTITLÁN IZCALLI
CVE_MUN_SSA,15122,VALLE DE CHALCO SOLIDARIDAD
CVE_MUN_SSA,15123,LUVIANOS
CVE_MUN_SSA,15124,SAN JOSÉ DEL RINCÓN
CVE_MUN_SSA,15125,TONANITLA
CVE_MUN_SSA,15999,NO ESPECIFICADO
CVE_MUN_SSA,16001,ACUITZIO
CVE_MUN_SSA,16002,AGUILILLA
CVE_MUN_SSA,16003,ÁLVARO OBREGÓN
CVE_MUN_SSA,16004,ANGAMACUTIRO
CVE_MUN_SSA,16005,ANGANGUEO
CVE_MUN_SSA,16006,APATZINGÁN
CVE_MUN_SSA,16007,APORO
CVE_MUN_SSA,16008,AQUILA
CVE_MUN_SSA,16009,ARIO
CVE_MUN_SSA,16010,ARTEAGA
CVE_MUN_SSA,16011,BRISEÑAS
CVE_MUN_SSA,16012,BUENAVISTA
CVE_MUN_SSA,16013,CARÁCUARO
CVE_MUN_SSA,16014,COAHUAYANA
CVE_MUN_SSA,16015,COALCOMÁN DE VÁZQUEZ PALLARES
CVE_MUN_SSA,16016,COENEO
CVE_MUN_SSA,16017,CONTEPEC
CVE_MUN_SSA,16018,COPÁNDARO
CVE_MUN_SSA,16019,COTIJA
CVE_MUN_SSA,16020,CUITZEO
CVE_MUN_SSA,16021,CHARAPAN
CVE_MUN_SSA,16022,CHARO
CVE_MUN_SSA,16023,CHAVINDA
CVE_MUN_SSA,16024,CHERÁN
CVE_MUN_SSA,16025,CHILCHOTA
CVE_MUN_SSA,16026,CHINICUILA
CVE_MUN_SSA,16027,CHUCÁNDIRO
CVE_MUN_SSA,16028,CHURINTZIO
CVE_MUN_SSA,16029,CHURUMUCO
CVE_MUN_SSA,16030,ECUANDUREO
CVE_MUN_SSA,16031,EPITACIO HUERTA
CVE_MUN_SSA,16032,ERONGARÍCUARO
CVE_MUN_SSA,16033,GABRIEL ZAMORA
CVE_MUN_SSA,16034,HIDALGO
CVE_MUN_SSA,16035,LA HUACANA
CVE_MUN_SSA,16036,HUANDACAREO
CVE_MUN_SSA,16037,HUANIQUEO
CVE_MUN_SSA,16038,HUETAMO
CVE_MUN_SSA,16039,HUIRAMBA
CVE_MUN_SSA,16040,INDAPARAPEO
CVE_MUN_SSA,16041,IRIMBO
CVE_MUN_SSA,16042,IXTLÁN
CVE_MUN_SSA,16043,JACONA
CVE_MUN_SSA,16044,JIMÉNEZ
CVE_MUN_SSA,16045,JIQUILPAN
CVE_MUN_SSA,16046,JUÁREZ
CVE_MUN_SSA,16047,JUNGAPEO
CVE_MUN_SSA,16048,LAGUNILLAS
CVE_MUN_SSA,16049,MADERO
CVE_MUN_SSA,16050,MARAVATÍO
CVE_MUN_SSA,16051,MARCOS CASTELLANOS
CVE_MUN_SSA,16052,LÁZARO CÁRDENAS
CVE_MUN_SSA,16053,MORELIA
CVE_MUN_SSA,16054,MORELOS
CVE_MUN_SSA,16055,MÚGICA
CVE_MUN_SSA,16056,NAHUATZEN
CVE_MUN_SSA,16057,NOCUPÉTARO
CVE_MUN_SSA,16058,NUEVO PARANGARICUTIRO
CVE_MUN_SSA,16059,NUEVO URECHO
CVE_MUN_SSA,16060,NUMARÁN
CVE_MUN_SSA,16061,OCAMPO
CVE_MUN_SSA,16062,PAJACUARÁN
CVE_MUN_SSA,16063,PANINDÍCUARO
CVE_MUN_SSA,16064,PARÁCUARO
CVE_MUN_SSA,16065,PARACHO
CVE_MUN_SSA,16066,PÁTZCUARO
CVE_MUN_SSA,16067,PENJAMILLO
CVE_MUN_SSA,16068,PERIBÁN
CVE_MUN_SSA,16069,LA PIEDAD
CVE_MUN_SSA,16070,PURÉPERO
CVE_MUN_SSA,16071,PURUÁNDIRO
CVE_MUN_SSA,16072,QUERÉNDARO
CVE_MUN_SSA,16073,QUIROGA
CVE_MUN_SSA,16074,COJUMATLÁN DE RÉGULES
CVE_MUN_SSA,16075,LOS REYES
CVE_MUN_SSA,16076,SAHUAYO
CVE_MUN_SSA,16077,SAN LUCAS
CVE_MUN_SSA,16078,SANTA ANA MAYA
CVE_MUN_SSA,16079,SALVADOR ESCALANTE
CVE_MUN_SSA,16080,SENGUIO
CVE_MUN_SSA,16081,SUSUPUATO
CVE_MUN_SSA,16082,TACÁMBARO
CVE_MUN_SSA,16083,TANCÍTARO
CVE_MUN_SSA,16084,TANGAMANDAPIO
CVE_MUN_SSA,16085,TANGANCÍCUARO
CVE_MUN_SSA,16086,TANHUATO
CVE_MUN_SSA,16087,TARETAN
CVE_MUN_SSA,16088,TARÍMBARO
CVE_MUN_SSA,16089,TEPALCATEPEC
CVE_MUN_SSA,16090,TINGAMBATO
CVE_MUN_SSA,16091,TINGÜINDÍN
CVE_MUN_SSA,16092,TIQUICHEO DE NICOLÁS ROMERO
CVE_MUN_SSA,16093,TLALPUJAHUA
CVE_MUN_SSA,16094,TLAZAZALCA
CVE_MUN_SSA,16095,TOCUMBO
CVE_MUN_SSA,16096,TUMBISCATÍO
CVE_MUN_SSA,16097,TURICATO
CVE_MUN_SSA,16098,TUXPAN
CVE_MUN_SSA,16099,TUZANTLA
CVE_MUN_SSA,16100,TZINTZUNTZAN
CVE_MUN_SSA,16101,TZITZIO
CVE_MUN_SSA,16102,URUAPAN
CVE_MUN_SSA,16103,VENUSTIANO CARRANZA
CVE_MUN_SSA,16104,VILLAMAR
CVE_MUN_SSA,16105,VISTA HERMOSA
CVE_MUN_SSA,16106,YURÉCUARO
CVE_MUN_SSA,16107,ZACAPU
CVE_MUN_SSA,16108,ZAMORA
CVE_MUN_SSA,16109,ZINÁPARO
CVE_MUN_SSA,16110,ZINAPÉCUARO
CVE_MUN_SSA,16111,ZIRACUARETIRO
CVE_MUN_SSA,16112,ZITÁCUARO
CVE_MUN_SSA,16113,JOSÉ SIXTO VERDUZCO
CVE_MUN_SSA,16999,NO ESPECIFICADO
CVE_MUN_SSA,17001,AMACUZAC
CVE_MUN_SSA,17002,ATLATLAHUCAN
CVE_MUN_SSA,17003,AXOCHIAPAN
CVE_MUN_SSA,17004,AYALA
CVE_MUN_SSA,17005,COATLÁN DEL RÍO
CVE_MUN_SSA,17006,CUAUTLA
CVE_MUN_SSA,17007,CUERNAVACA
CVE_MUN_SSA,17008,EMILIANO ZAPATA
CVE_MUN_SSA,17009,HUITZILAC
CVE_MUN_SSA,17010,JANTETELCO
CVE_MUN_SSA,17011,JIUTEPEC
CVE_MUN_SSA,17012,JOJUTLA
CVE_MUN_SSA,17013,JONACATEPEC DE LEANDRO VALLE
CVE_MUN_SSA,17014,MAZATEPEC
CVE_MUN_SSA,17015,MIACATLÁN
CVE_MUN_SSA,17016,OCUITUCO
CVE_MUN_SSA,17017,PUENTE DE IXTLA
CVE_MUN_SSA,17018,TEMIXCO
CVE_MUN_SSA,17019,TEPALCINGO
CVE_MUN_SSA,17020,TEPOZTLÁN
CVE_MUN_SSA,17021,TETECALA
CVE_MUN_SSA,17022,TETELA DEL VOLCÁN
CVE_MUN_SSA,17023,TLALNEPANTLA
CVE_MUN_SSA,17024,TLALTIZAPÁN DE ZAPATA
CVE_MUN_SSA,17025,TLAQUILTENANGO
CVE_MUN_SSA,17026,TLAYACAPAN
CVE_MUN_SSA,17027,TOTOLAPAN
CVE_MUN_SSA,17028,XOCHITEPEC
CVE_MUN_SSA,17029,YAUTEPEC
CVE_MUN_SSA,17030,YECAPIXTLA
CVE_MUN_SSA,17031,ZACATEPEC
CVE_MUN_SSA,17032,ZACUALPAN DE AMILPAS
CVE_MUN_SSA,17033,TEMOAC
CVE_MUN_SSA,17034,COATETELCO
CVE_MUN_SSA,17035,XOXOCOTLA
CVE_MUN_SSA,17999,NO ESPECIFICADO
CVE_MUN_SSA,18001,ACAPONETA
CVE_MUN_SSA,18002,AHUACATLÁN
CVE_MUN_SSA,18003,AMATLÁN DE CAÑAS
CVE_MUN_SSA,18004,COMPOSTELA
CVE_MUN_SSA,18005,HUAJICORI
CVE_MUN_SSA,18006,IXTLÁN DEL RÍO
CVE_MUN_SSA,18007,JALA
CVE_MUN_SSA,18008,XALISCO
CVE_MUN_SSA,18009,DEL NAYAR
CVE_MUN_SSA,18010,ROSAMORADA
CVE_MUN_SSA,18011,RUÍZ
CVE_MUN_SSA,18012,SAN BLAS
CVE_MUN_SSA,18013,SAN PEDRO LAGUNILLAS
CVE_MUN_SSA,18014,SANTA MARÍA DEL ORO
CVE_MUN_SSA,18015,SANTIAGO IXCUINTLA
CVE_MUN_SSA,18016,TECUALA
CVE_MUN_SSA,18017,TEPIC
CVE_MUN_SSA,18018,TUXPAN
CVE_MUN_SSA,18019,LA YESCA
CVE_MUN_SSA,18020,BAHÍA DE BANDERAS
CVE_MUN_SSA,18999,NO ESPECIFICADO
CVE_MUN_SSA,19001,ABASOLO
CVE_MUN_SSA,19002,AGUALEGUAS
CVE_MUN_SSA,19003,LOS ALDAMAS
CVE_MUN_SSA,19004,ALLENDE
CVE_MUN_SSA,19005,ANÁHUAC
CVE_MUN_SSA,19006,APODACA
CVE_MUN_SSA,19007,ARAMBERRI
CVE_MUN_SSA,19008,BUSTAMANTE
CVE_MUN_SSA,19009,CADEREYTA JIMÉNEZ
CVE_MUN_SSA,19010,EL CARMEN
CVE_MUN_SSA,19011,CERRALVO
CVE_MUN_SSA,19012,CIÉNEGA DE FLORES
CVE_MUN_SSA,19013,CHINA
CVE_MUN_SSA,19014,DOCTOR ARROYO
CVE_MUN_SSA,19015,DOCTOR COSS
CVE_MUN_SSA,19016,DOCTOR GONZÁLEZ
CVE_MUN_SSA,19017,GALEANA
CVE_MUN_SSA,19018,GARCÍA
CVE_MUN_SSA,19019,SAN PEDRO GARZA GARCÍA
CVE_MUN_SSA,19020,GENERAL BRAVO
CVE_MUN_SSA,19021,GENERAL ESCOBEDO
CVE_MUN_SSA,19022,GENERAL TERÁN
CVE_MUN_SSA,19023,GENERAL TREVIÑO
CVE_MUN_SSA,19024,GENERAL ZARAGOZA
CVE_MUN_SSA,19025,GENERAL ZUAZUA
CVE_MUN_SSA,19026,GUADALUPE
CVE_MUN_SSA,19027,LOS HERRERAS
CVE_MUN_SSA,19028,HIGUERAS
CVE_MUN_SSA,19029,HUALAHUISES
CVE_MUN_SSA,19030,ITURBIDE
CVE_MUN_SSA,19031,JUÁREZ
CVE_MUN_SSA,19032,LAMPAZOS DE NARANJO
CVE_MUN_SSA,19033,LINARES
CVE_MUN_SSA,19034,MARÍN
CVE_MUN_SSA,19035,MELCHOR OCAMPO
CVE_MUN_SSA,19036,MIER Y NORIEGA
CVE_MUN_SSA,19037,MINA
CVE_MUN_SSA,19038,MONTEMORELOS
CVE_MUN_SSA,19039,MONTERREY
CVE_MUN_SSA,19040,PARÁS
CVE_MUN_SSA,19041,PESQUERÍA
CVE_MUN_SSA,19042,LOS RAMONES
CVE_MUN_SSA,19043,RAYONES
CVE_MUN_SSA,19044,SABINAS HIDALGO
CVE_MUN_SSA,19045,SALINAS VICTORIA
CVE_MUN_SSA,19046,SAN NICOLÁS DE LOS GARZA
CVE_MUN_SSA,19047,HIDALGO
CVE_MUN_SSA,19048,SANTA CATARINA
CVE_MUN_SSA,19049,SANTIAGO
CVE_MUN_SSA,19050,VALLECILLO
CVE_MUN_SSA,19051,VILLALDAMA
CVE_MUN_SSA,19999,NO ESPECIFICADO
CVE_MUN_SSA,20001,ABEJONES
